82,2,207.40,289.70,53.20,75.63,0.95,-1,-1,-1
83,2,210.11,290.79,54.12,76.71,0.95,-1,-1,-1
84,2,213.50,291.36,55.29,78.27,0.95,-1,-1,-1
85,2,217.74,291.15,56.00,78.85,0.95,-1,-1,-1
86,2,222.08,289.31,57.25,80.22,0.95,-1,-1,-1
87,2,226.82,288.17,57.18,79.54,0.94,-1,-1,-1
88,2,232.11,286.87,56.95,78.36,0.94,-1,-1,-1
89,2,237.00,285.94,56.57,76.99,0.94,-1,-1,-1
90,2,240.36,282.48,57.95,78.54,0.95,-1,-1,-1
91,2,244.06,280.33,58.72,79.11,0.95,-1,-1,-1
92,2,248.03,279.10,59.00,79.02,0.95,-1,-1,-1
93,2,252.79,279.11,58.90,78.37,0.95,-1,-1,-1
94,2,257.54,279.61,59.26,78.71,0.95,-1,-1,-1
95,2,264.01,279.53,59.87,79.42,0.94,-1,-1,-1
96,2,270.35,278.79,62.42,82.64,0.93,-1,-1,-1
97,2,277.65,280.13,62.99,83.26,0.94,-1,-1,-1
98,2,286.32,282.45,62.67,82.59,0.92,-1,-1,-1
99,2,295.26,283.96,63.37,83.19,0.92,-1,-1,-1
100,2,302.40,285.27,64.62,84.88,0.93,-1,-1,-1
101,2,308.44,285.77,64.24,84.62,0.93,-1,-1,-1
102,2,314.87,286.25,64.00,84.20,0.93,-1,-1,-1
103,2,320.36,285.24,64.17,84.32,0.94,-1,-1,-1
104,2,324.36,283.52,64.71,85.23,0.94,-1,-1,-1
105,2,327.93,279.63,65.44,86.45,0.94,-1,-1,-1
106,2,331.52,276.97,65.56,86.90,0.94,-1,-1,-1
107,2,334.42,274.21,65.99,87.64,0.95,-1,-1,-1
108,2,336.38,272.00,66.72,88.79,0.94,-1,-1,-1
109,2,339.61,270.61,66.99,88.91,0.94,-1,-1,-1
110,2,342.32,269.23,67.30,89.23,0.95,-1,-1,-1
111,2,345.20,267.27,68.72,91.10,0.96,-1,-1,-1
112,2,347.62,266.27,70.13,92.97,0.96,-1,-1,-1
113,2,350.05,265.64,72.07,95.71,0.96,-1,-1,-1
114,2,353.26,266.45,73.24,97.61,0.96,-1,-1,-1
115,2,356.10,266.96,76.03,101.81,0.96,-1,-1,-1
116,2,359.85,268.91,77.06,103.68,0.96,-1,-1,-1
117,2,364.02,270.58,78.43,106.11,0.95,-1,-1,-1
118,2,368.83,270.37,80.44,109.61,0.96,-1,-1,-1
119,2,375.24,270.59,80.84,110.06,0.96,-1,-1,-1
120,2,382.44,270.11,82.08,111.91,0.94,-1,-1,-1
121,2,391.29,269.64,80.87,110.25,0.94,-1,-1,-1
122,2,400.10,268.88,80.75,109.82,0.95,-1,-1,-1
123,2,410.22,268.02,80.63,109.31,0.94,-1,-1,-1
124,2,420.56,262.97,81.10,109.67,0.91,-1,-1,-1
125,2,428.73,259.75,81.35,110.07,0.94,-1,-1,-1
126,2,437.76,258.11,80.94,109.60,0.94,-1,-1,-1
127,2,447.97,256.05,80.19,108.49,0.93,-1,-1,-1
128,2,459.88,250.85,78.75,107.15,0.94,-1,-1,-1
129,2,471.27,244.62,79.95,109.91,0.94,-1,-1,-1
130,2,487.69,241.03,74.45,102.09,0.93,-1,-1,-1
131,2,504.81,237.64,71.18,96.84,0.93,-1,-1,-1
132,2,519.79,231.76,70.65,94.96,0.94,-1,-1,-1
133,2,535.48,226.78,71.06,94.39,0.94,-1,-1,-1
134,2,552.32,224.54,71.19,92.64,0.94,-1,-1,-1
135,2,566.55,224.01,73.11,94.46,0.94,-1,-1,-1
136,2,581.16,224.35,75.79,97.54,0.94,-1,-1,-1
137,2,595.52,223.67,76.58,98.12,0.95,-1,-1,-1
138,2,608.56,223.22,80.33,103.11,0.94,-1,-1,-1
139,2,620.64,222.07,82.51,106.14,0.94,-1,-1,-1
140,2,630.11,217.76,84.50,109.05,0.95,-1,-1,-1
141,2,639.72,215.72,85.88,111.32,0.95,-1,-1,-1
142,2,651.02,212.09,84.35,109.25,0.95,-1,-1,-1
143,2,661.19,208.41,85.24,109.87,0.96,-1,-1,-1
144,2,671.97,206.58,83.28,107.21,0.95,-1,-1,-1
145,2,682.44,202.41,84.84,108.83,0.95,-1,-1,-1
146,2,693.42,198.20,86.51,110.83,0.95,-1,-1,-1
147,2,705.80,194.92,89.36,113.92,0.96,-1,-1,-1
148,2,720.71,192.44,93.29,118.00,0.96,-1,-1,-1
149,2,734.33,191.13,96.89,121.58,0.96,-1,-1,-1
150,2,748.38,193.11,99.11,124.45,0.94,-1,-1,-1
151,2,761.98,193.83,100.24,126.53,0.95,-1,-1,-1
152,2,777.53,194.40,102.49,129.68,0.96,-1,-1,-1
153,2,792.03,195.77,102.40,130.05,0.95,-1,-1,-1
154,2,806.29,194.33,104.55,133.63,0.95,-1,-1,-1
155,2,817.93,193.01,105.60,135.75,0.95,-1,-1,-1
156,2,830.88,190.08,105.33,136.51,0.95,-1,-1,-1
157,2,843.36,186.65,104.21,136.15,0.96,-1,-1,-1
158,2,854.83,182.89,103.83,136.82,0.96,-1,-1,-1
159,2,867.22,178.58,101.70,134.97,0.96,-1,-1,-1
160,2,880.64,174.41,100.53,133.82,0.96,-1,-1,-1
161,2,895.14,168.68,99.84,133.13,0.96,-1,-1,-1
162,2,913.16,162.98,94.31,124.89,0.95,-1,-1,-1
163,2,932.06,159.05,90.69,118.86,0.94,-1,-1,-1
164,2,948.89,154.61,92.75,120.59,0.96,-1,-1,-1
165,2,967.44,154.68,95.34,123.40,0.95,-1,-1,-1
166,2,984.28,154.37,101.65,131.89,0.96,-1,-1,-1
167,2,1004.49,155.03,98.85,127.95,0.94,-1,-1,-1
168,2,1021.37,153.08,98.47,127.07,0.95,-1,-1,-1
169,2,1037.01,152.13,97.59,126.43,0.94,-1,-1,-1
170,2,1046.80,148.51,102.52,134.15,0.95,-1,-1,-1
171,2,1059.45,144.80,103.23,136.49,0.95,-1,-1,-1
172,2,1071.01,138.39,105.39,140.37,0.96,-1,-1,-1
173,2,1081.81,131.86,105.34,141.17,0.96,-1,-1,-1
174,2,1094.20,126.20,106.51,143.33,0.96,-1,-1,-1
175,2,1105.70,122.39,106.52,144.11,0.96,-1,-1,-1
176,2,1115.96,117.08,109.05,148.62,0.96,-1,-1,-1
177,2,1127.88,111.89,110.66,151.53,0.96,-1,-1,-1
178,2,1140.72,109.49,112.53,154.28,0.96,-1,-1,-1
179,2,1154.74,108.58,115.18,158.01,0.95,-1,-1,-1
180,2,1167.41,109.15,115.93,160.19,0.97,-1,-1,-1
181,2,1177.69,111.43,114.98,162.53,0.97,-1,-1,-1
182,2,1185.62,111.57,113.92,166.53,0.96,-1,-1,-1
183,2,1197.74,111.96,107.32,163.54,0.93,-1,-1,-1
252,3,280.84,275.85,27.00,30.15,0.71,-1,-1,-1
253,3,281.30,275.85,26.72,29.80,0.76,-1,-1,-1
254,3,280.58,275.50,26.96,30.04,0.79,-1,-1,-1
255,3,280.98,275.73,26.77,29.78,0.79,-1,-1,-1
256,3,280.65,275.15,27.32,30.36,0.81,-1,-1,-1
257,3,280.67,274.65,27.57,30.55,0.82,-1,-1,-1
258,3,279.93,274.32,27.93,30.93,0.81,-1,-1,-1
259,3,279.98,273.75,28.31,31.36,0.85,-1,-1,-1
260,3,279.74,273.25,29.00,32.12,0.86,-1,-1,-1
261,3,279.52,273.22,28.91,32.10,0.85,-1,-1,-1
262,3,279.17,272.78,29.40,32.68,0.86,-1,-1,-1
263,3,278.90,272.32,29.87,33.18,0.85,-1,-1,-1
264,3,278.65,272.16,30.36,33.66,0.85,-1,-1,-1
265,3,278.27,272.11,30.53,33.83,0.87,-1,-1,-1
266,3,277.97,271.96,30.90,34.18,0.88,-1,-1,-1
267,3,277.82,272.06,30.83,34.01,0.87,-1,-1,-1
268,3,277.85,272.11,30.92,33.93,0.86,-1,-1,-1
269,3,277.35,273.02,30.21,33.00,0.81,-1,-1,-1
270,3,276.81,273.23,30.04,32.63,0.81,-1,-1,-1
271,3,276.24,273.76,29.83,32.19,0.82,-1,-1,-1
272,3,275.53,274.26,29.58,31.73,0.80,-1,-1,-1
273,3,274.53,274.90,29.16,31.26,0.83,-1,-1,-1
274,3,273.56,275.88,28.42,30.48,0.79,-1,-1,-1
275,3,272.17,277.00,27.52,29.59,0.80,-1,-1,-1
275,4,296.97,269.64,19.77,33.57,0.64,-1,-1,-1
276,3,271.05,276.49,27.85,30.18,0.85,-1,-1,-1
276,4,297.13,271.81,19.87,33.71,0.33,-1,-1,-1
277,3,270.12,275.85,27.86,30.40,0.81,-1,-1,-1
277,4,296.81,270.29,20.29,34.45,0.47,-1,-1,-1
278,3,269.39,275.75,27.48,30.20,0.80,-1,-1,-1
278,4,296.78,269.58,19.29,32.69,0.55,-1,-1,-1
279,3,267.38,276.30,27.29,30.12,0.81,-1,-1,-1
279,4,297.22,269.17,18.37,31.07,0.54,-1,-1,-1
280,3,265.95,276.35,27.43,30.40,0.85,-1,-1,-1
280,4,297.04,269.22,19.71,33.51,0.31,-1,-1,-1
281,3,265.18,276.52,27.42,30.51,0.85,-1,-1,-1
281,4,297.73,270.45,18.04,30.63,0.13,-1,-1,-1
282,3,264.02,276.28,28.06,31.44,0.86,-1,-1,-1
282,4,298.87,269.83,15.64,26.32,0.10,-1,-1,-1
283,3,262.48,275.89,29.67,33.56,0.90,-1,-1,-1
284,3,261.36,275.59,29.95,34.07,0.90,-1,-1,-1
285,3,260.57,275.18,30.26,34.55,0.93,-1,-1,-1
286,3,259.04,274.73,30.83,35.31,0.92,-1,-1,-1
287,3,258.14,274.85,30.86,35.59,0.92,-1,-1,-1
288,3,256.87,275.04,30.75,35.69,0.91,-1,-1,-1
289,3,255.71,275.56,30.64,35.71,0.90,-1,-1,-1
290,3,254.16,275.32,31.13,36.59,0.89,-1,-1,-1
291,3,252.31,275.66,31.54,37.21,0.89,-1,-1,-1
292,3,251.24,276.82,31.03,36.85,0.89,-1,-1,-1
293,3,249.67,278.01,30.59,36.69,0.88,-1,-1,-1
294,3,247.54,278.75,31.48,38.10,0.87,-1,-1,-1
295,3,245.92,279.31,31.19,38.33,0.87,-1,-1,-1
296,3,244.36,279.66,30.98,38.70,0.84,-1,-1,-1
297,3,243.26,280.08,30.53,38.83,0.84,-1,-1,-1
298,3,242.65,279.79,30.26,39.16,0.84,-1,-1,-1
299,3,242.43,281.13,29.04,38.09,0.84,-1,-1,-1
300,3,241.93,281.04,28.03,37.37,0.81,-1,-1,-1
301,3,242.13,281.44,26.36,35.60,0.83,-1,-1,-1
302,3,241.92,280.21,25.83,35.23,0.83,-1,-1,-1
303,3,241.68,279.30,25.14,34.49,0.87,-1,-1,-1
304,3,241.51,278.05,25.11,34.53,0.87,-1,-1,-1
305,3,241.53,274.44,25.92,35.75,0.91,-1,-1,-1
306,3,241.25,272.81,26.55,36.80,0.89,-1,-1,-1
307,3,240.78,271.77,26.98,37.49,0.90,-1,-1,-1
308,3,240.09,270.22,27.92,38.93,0.91,-1,-1,-1
309,3,240.13,269.80,27.10,37.72,0.93,-1,-1,-1
310,3,239.81,268.33,27.83,38.42,0.92,-1,-1,-1
311,3,239.24,267.37,28.44,38.97,0.92,-1,-1,-1
312,3,238.96,266.44,28.82,39.17,0.92,-1,-1,-1
313,3,238.94,265.97,29.13,39.24,0.91,-1,-1,-1
314,3,238.83,265.97,29.79,39.85,0.92,-1,-1,-1
315,3,238.87,266.44,30.19,40.07,0.92,-1,-1,-1
316,3,239.05,267.09,30.31,39.85,0.92,-1,-1,-1
317,3,238.65,267.21,31.04,40.65,0.92,-1,-1,-1
318,3,238.39,266.83,31.83,41.53,0.92,-1,-1,-1
319,3,238.53,267.14,31.97,41.56,0.92,-1,-1,-1
320,3,238.42,267.13,32.06,41.56,0.92,-1,-1,-1
321,3,238.11,266.99,32.33,41.84,0.92,-1,-1,-1
322,3,237.70,266.50,32.46,41.94,0.93,-1,-1,-1
323,3,237.73,266.33,32.13,41.38,0.94,-1,-1,-1
324,3,236.91,265.53,32.50,41.75,0.93,-1,-1,-1
325,3,236.63,264.95,31.99,40.99,0.94,-1,-1,-1
326,3,235.97,263.85,32.04,40.99,0.94,-1,-1,-1
327,3,235.32,262.56,32.27,41.29,0.95,-1,-1,-1
328,3,234.72,261.64,32.20,41.10,0.94,-1,-1,-1
329,3,234.27,260.72,32.06,40.73,0.95,-1,-1,-1
330,3,233.77,260.25,32.08,40.58,0.95,-1,-1,-1
331,3,233.41,259.95,32.16,40.53,0.94,-1,-1,-1
332,3,232.65,259.85,32.30,40.51,0.94,-1,-1,-1
333,3,231.88,260.14,32.43,40.50,0.94,-1,-1,-1
334,3,230.53,260.56,33.38,41.69,0.94,-1,-1,-1
335,3,229.60,262.20,33.13,41.25,0.94,-1,-1,-1
336,3,228.29,263.75,33.57,41.67,0.94,-1,-1,-1
337,3,226.53,265.96,33.65,41.82,0.91,-1,-1,-1
338,3,224.45,267.09,34.48,43.06,0.93,-1,-1,-1
339,3,223.39,267.95,35.46,44.41,0.92,-1,-1,-1
340,3,222.26,268.55,36.38,45.79,0.90,-1,-1,-1
341,3,219.81,268.78,37.70,47.77,0.89,-1,-1,-1
342,3,217.63,268.41,39.42,50.25,0.88,-1,-1,-1
343,3,216.24,268.55,39.64,50.92,0.83,-1,-1,-1
344,3,216.23,269.17,38.85,49.99,0.78,-1,-1,-1
345,3,215.87,267.19,39.42,50.76,0.77,-1,-1,-1
346,3,215.71,265.85,39.96,51.63,0.80,-1,-1,-1
347,3,215.65,264.60,39.78,51.64,0.87,-1,-1,-1
348,3,215.89,264.26,38.36,50.16,0.85,-1,-1,-1
349,3,215.71,263.10,37.68,49.56,0.88,-1,-1,-1
350,3,216.43,262.37,36.93,48.72,0.87,-1,-1,-1
351,3,216.45,261.36,36.83,48.70,0.89,-1,-1,-1
352,3,217.12,260.40,36.41,48.08,0.87,-1,-1,-1
353,3,217.88,259.75,35.87,47.25,0.88,-1,-1,-1
354,3,218.69,259.23,35.32,46.33,0.89,-1,-1,-1
355,3,218.99,258.30,35.75,46.60,0.90,-1,-1,-1
356,3,220.07,257.37,36.29,47.00,0.90,-1,-1,-1
357,3,221.35,256.75,36.23,46.56,0.92,-1,-1,-1
358,3,221.90,256.39,36.45,46.69,0.93,-1,-1,-1
359,3,223.16,256.57,36.34,46.44,0.93,-1,-1,-1
360,3,224.30,256.66,36.22,46.06,0.93,-1,-1,-1
361,3,225.56,256.57,36.66,46.51,0.93,-1,-1,-1
362,3,227.77,256.40,37.16,46.98,0.93,-1,-1,-1
363,3,229.53,256.64,37.24,47.16,0.92,-1,-1,-1
364,3,231.28,257.64,37.34,47.23,0.92,-1,-1,-1
365,3,231.90,257.43,38.29,48.44,0.91,-1,-1,-1
366,3,233.46,256.77,39.17,49.48,0.92,-1,-1,-1
367,3,234.11,257.40,39.93,50.46,0.89,-1,-1,-1
368,3,234.88,258.24,40.55,51.42,0.89,-1,-1,-1
369,3,237.02,258.86,40.83,52.06,0.82,-1,-1,-1
370,3,238.33,260.27,40.47,52.00,0.73,-1,-1,-1
371,3,239.85,260.07,41.45,53.44,0.84,-1,-1,-1
372,3,240.27,260.29,41.49,53.68,0.78,-1,-1,-1
373,3,240.22,259.33,41.81,54.34,0.89,-1,-1,-1
374,3,240.48,258.53,42.18,54.87,0.89,-1,-1,-1
375,3,240.32,257.92,42.48,55.35,0.90,-1,-1,-1
376,3,239.97,257.69,42.51,55.52,0.89,-1,-1,-1
377,3,239.56,257.76,42.40,55.56,0.90,-1,-1,-1
378,3,239.40,257.78,42.32,55.56,0.90,-1,-1,-1
379,3,238.71,257.65,42.30,55.84,0.90,-1,-1,-1
380,3,238.03,257.90,41.93,55.64,0.90,-1,-1,-1
381,3,237.08,257.85,41.93,55.85,0.91,-1,-1,-1
382,3,236.66,258.27,41.75,55.62,0.91,-1,-1,-1
383,3,235.69,259.63,40.91,54.63,0.90,-1,-1,-1
384,3,234.21,259.99,41.02,54.84,0.91,-1,-1,-1
385,3,233.94,261.16,40.49,54.03,0.89,-1,-1,-1
386,3,232.29,261.45,41.02,54.91,0.90,-1,-1,-1
387,3,230.57,262.73,40.78,54.94,0.91,-1,-1,-1
388,3,229.07,263.95,40.63,54.95,0.93,-1,-1,-1
388,5,286.33,269.91,23.24,27.18,0.78,-1,-1,-1
389,3,227.49,265.29,40.63,55.24,0.91,-1,-1,-1
389,5,283.96,269.63,23.70,27.74,0.88,-1,-1,-1
390,3,226.20,267.25,41.03,55.94,0.92,-1,-1,-1
390,5,283.34,269.54,23.53,27.58,0.89,-1,-1,-1
391,3,224.86,271.23,40.36,55.02,0.92,-1,-1,-1
391,5,282.75,269.18,23.74,27.84,0.89,-1,-1,-1
392,3,222.89,273.76,41.38,56.16,0.89,-1,-1,-1
392,5,281.87,269.23,24.62,28.90,0.89,-1,-1,-1
393,3,220.38,278.36,40.86,55.39,0.86,-1,-1,-1
393,5,281.46,269.57,25.18,29.57,0.88,-1,-1,-1
394,3,215.33,278.73,43.46,59.26,0.83,-1,-1,-1
394,5,280.87,270.92,25.42,29.80,0.89,-1,-1,-1
395,3,213.20,284.20,42.18,57.50,0.70,-1,-1,-1
395,5,280.29,273.70,24.77,28.95,0.87,-1,-1,-1
396,3,211.21,289.73,41.15,56.17,0.41,-1,-1,-1
396,5,280.54,275.81,24.24,28.30,0.85,-1,-1,-1
397,3,209.64,295.47,39.09,53.56,0.17,-1,-1,-1
397,5,281.10,277.16,23.80,27.75,0.81,-1,-1,-1
398,5,281.14,278.54,22.78,26.63,0.74,-1,-1,-1
399,5,281.35,279.31,22.67,26.53,0.71,-1,-1,-1
400,5,281.65,280.16,21.91,25.58,0.67,-1,-1,-1
401,5,282.03,280.73,21.12,24.63,0.53,-1,-1,-1
402,5,281.73,281.98,20.82,24.29,0.49,-1,-1,-1
402,3,205.59,304.33,38.04,51.88,0.53,-1,-1,-1
403,5,280.08,282.70,20.45,23.88,0.52,-1,-1,-1
403,3,205.61,303.48,38.19,52.06,0.67,-1,-1,-1
404,5,279.25,282.46,20.50,24.05,0.53,-1,-1,-1
404,3,206.70,303.22,37.84,51.52,0.70,-1,-1,-1
405,5,278.41,281.44,21.32,25.03,0.27,-1,-1,-1
405,3,207.71,302.76,37.50,51.02,0.68,-1,-1,-1
406,5,276.60,280.75,21.98,25.69,0.59,-1,-1,-1
406,3,208.21,302.22,37.72,51.44,0.77,-1,-1,-1
407,5,275.05,280.03,22.52,26.24,0.18,-1,-1,-1
407,3,208.99,301.68,38.46,52.50,0.81,-1,-1,-1
408,5,273.33,279.59,22.37,26.16,0.78,-1,-1,-1
408,3,209.59,299.22,40.15,54.97,0.83,-1,-1,-1
409,5,270.76,277.93,23.54,27.61,0.86,-1,-1,-1
409,3,210.47,297.69,40.95,56.19,0.86,-1,-1,-1
410,5,269.19,276.72,24.06,28.44,0.87,-1,-1,-1
410,3,211.77,296.92,41.43,56.95,0.90,-1,-1,-1
411,5,268.46,275.82,23.98,28.47,0.87,-1,-1,-1
411,3,213.01,297.49,41.89,57.52,0.90,-1,-1,-1
412,5,267.01,275.18,24.62,29.35,0.89,-1,-1,-1
412,3,213.91,297.56,42.90,58.90,0.92,-1,-1,-1
